env_time	agent_id	episode_id	position
15	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 13), 1)
16	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((0, 10), 1)
16	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
16	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 0)
16	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
16	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
16	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
16	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
16	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
16	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 20), 3)
16	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 14), 1)
17	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((1, 10), 2)
17	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
17	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 0)
17	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
17	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
17	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
17	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
17	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
17	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 19), 3)
17	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((19, 14), 0)
18	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((2, 10), 2)
18	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
18	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 0)
18	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
18	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
18	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
18	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
18	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
18	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 18), 3)
18	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((19, 15), 1)
19	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((3, 10), 2)
19	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
19	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 0)
19	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
19	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
19	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
19	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
19	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 16), 3)
19	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 17), 3)
19	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
20	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((4, 10), 2)
20	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
20	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 0)
20	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
20	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
20	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
20	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
20	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 15), 3)
20	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 16), 3)
20	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
21	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((5, 10), 2)
21	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
21	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 0)
21	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
21	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
21	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
21	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
21	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 14), 3)
21	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 15), 3)
21	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
22	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((6, 10), 2)
22	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
22	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((5, 4), 0)
22	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
22	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
22	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
22	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
22	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 13), 3)
22	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 14), 3)
22	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
23	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((7, 10), 2)
23	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
23	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((4, 4), 0)
23	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
23	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
23	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
23	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
23	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 12), 3)
23	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 13), 3)
23	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
24	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((8, 10), 2)
24	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
24	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((4, 5), 1)
24	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
24	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
24	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
24	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
24	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 11), 3)
24	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 12), 3)
24	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
25	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((9, 10), 2)
25	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
25	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((3, 5), 0)
25	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
25	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
25	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
25	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
25	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((21, 11), 2)
25	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 11), 3)
25	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
26	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((10, 10), 2)
26	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
26	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((2, 5), 0)
26	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
26	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
26	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
26	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
26	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((21, 10), 3)
26	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 10), 3)
26	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
27	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((11, 10), 2)
27	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
27	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((1, 5), 0)
27	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
27	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
27	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
27	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
27	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((21, 9), 3)
27	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 9), 3)
27	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
28	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((12, 10), 2)
28	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
28	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((0, 5), 0)
28	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
28	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
28	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
28	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
28	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((21, 8), 3)
28	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 8), 3)
28	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
29	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 10), 2)
29	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
29	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((0, 6), 1)
29	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
29	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
29	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
29	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
29	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((21, 7), 3)
29	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((13, 7), 3)
29	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
30	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((14, 10), 2)
30	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
30	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((0, 7), 1)
30	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
30	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
30	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
30	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
30	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((21, 6), 3)
30	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((12, 7), 0)
30	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
31	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((15, 10), 2)
31	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
31	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((0, 8), 1)
31	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
31	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
31	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
31	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
31	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((22, 6), 2)
31	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((11, 7), 0)
31	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
32	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((16, 10), 2)
32	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
32	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((0, 9), 1)
32	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
32	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
32	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
32	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
32	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
32	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((10, 7), 0)
32	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
33	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((17, 10), 2)
33	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
33	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((0, 10), 1)
33	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((19, 5), 3)
33	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
33	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
33	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
33	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
33	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((10, 6), 3)
33	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
34	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((18, 10), 2)
34	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
34	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((1, 10), 2)
34	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((19, 4), 3)
34	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
34	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
34	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
34	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
34	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((10, 5), 3)
34	9	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
35	0	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((19, 10), 2)
35	1	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
35	2	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((2, 10), 2)
35	3	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((20, 4), 2)
35	4	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
35	5	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
35	6	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 1)
35	7	1649ef98-e3a8-4dd3-a289-bbfff12876ce	(None, 3)
35	8	1649ef98-e3a8-4dd3-a289-bbfff12876ce	((10, 4), 3)
